Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
HR,People and Culture (Internal),Request for Continuation of Government Loan from Previous Employer,P2 - People & Culture,"Tickets for requesting continuation of government loans from a previous employer, such as Pag-IBIG or SSS loans.",,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Continuation of Government Loan from Previous Employer
HR,People and Culture (Internal),Request for Certificate of Contribution - SSS|Philhealth|Pag-Ibig,P2 - People & Culture,"Tickets for requesting certificates of contribution for SSS, PhilHealth, or Pag-IBIG contributions.",,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Certificate of Contribution - SSS|Philhealth|Pag-Ibig
HR,People and Culture (Internal),Request for Manual Certification of Pag-Ibig Loan Application,P2 - People & Culture,Tickets for requesting manual certification of Pag-IBIG loan applications.,,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Manual Certification of Pag-Ibig Loan Application
HR,People and Culture (Internal),Request for Philhealth forms (for hospitalization purposes),P1 - People & Culture,Tickets for requesting PhilHealth forms for hospitalization purposes.,,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Philhealth forms (for hospitalization purposes)
HR,People and Culture (Internal),Request for Increase in Pag-Ibig Contribution,P1 - People & Culture,Tickets for requesting an increase in Pag-IBIG contributions.,,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Increase in Pag-Ibig Contribution
HR,People and Culture (Internal),Request for Salary Deduction of MP2 savings,P1 - People & Culture,Tickets for requesting salary deductions for Pag-IBIG MP2 savings.,,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for Salary Deduction of MP2 savings
HR,People and Culture (Internal),Request for TIN Verification,P1 - People & Culture,Tickets for requesting verification of Taxpayer Identification Numbers (TINs).,,P&C SSS | Pag-Ibig | Philhealth | BIR,Request for TIN Verification
HR,People and Culture (Internal),"Other SSS, Philhealth, Pag-Ibig, and BIR Concerns",P1 - People & Culture,"Tickets for inquiries or requests related to other concerns regarding SSS, PhilHealth, Pag-IBIG, or BIR.",,P&C SSS | Pag-Ibig | Philhealth | BIR,"Other SSS, Philhealth, Pag-Ibig, and BIR Concerns"
HR,People and Culture (Internal),Eligibility for Rehire (for Talent Acquisition Only),P2 - People & Culture,"Tickets regarding inquiries or requests for determining an individual's eligibility for rehire, to be handled exclusively by the Talent Acquisition team.",,P&C Verification,Eligibility for Rehire (for Talent Acquisition Only)
HR,People and Culture (Internal),Credit Card/Cash Advance Limit (for Finance Only),P2 - People & Culture,"Tickets pertaining to inquiries or requests regarding credit card or cash advance limits, specifically designated for the Finance team's attention.",,P&C Verification,Credit Card/Cash Advance Limit (for Finance Only)
HR,People and Culture (Internal),All other concerns raised to C&B Internal that do not fall under the above categories,P2 - People & Culture,"Tickets categorized as ""Other Concerns"" raised to the Compensation and Benefits (C&B) Internal team encompass inquiries, requests, or issues that do not align.",,P&C Others,All other concerns raised to C&B Internal that do not fall under the above categories
Projects & Design,PM and Design,Urgent: RFA/RFI Response for Builds,Priority 2,Request for information context of construction or building projects to provide comprehensive infromation packet to address the outlined,,PM Design Management,Urgent: RFA/RFI Response for Builds
Projects & Design,PM and Design,RFA/RFI/Techinical Coordination,Priority 4,"providing request of infromation relevant to methodologies, specifications and details",,PM Design Management,RFA/RFI/Techinical Coordination
Projects & Design,PM and Design,Site Check,Priority 4,Requesting designer to visit a site to gather infroamation,,PM Design Management,Site Check
Projects & Design,PM and Design,PEZA Office Areas,Priority 2,Generates Peza office site square meter requirement for PEZA,,PM Office Info Request,PEZA Office Areas
Projects & Design,PM and Design,PEZA As-built print signed and sealed,Priority 4,Generates request from PEZA renewal business permit requirements,,PM Office Info Request,PEZA As-built print signed and sealed
Projects & Design,PM and Design,Floorplan / Evacuation Plan Updating,Priority 5,Generates evacuation plans per site and request for update,,PM Office Info Request,Floorplan / Evacuation Plan Updating
Projects & Design,PM and Design,Floorplan Copy Request,Priority 1,Floor plan request as updated and reference.,,PM Office Info Request,Floorplan Copy Request
Projects & Design,PM and Design,Construction Bond Refund,Priority 8,Securing of construction deposit/bond posted to the building landlords,,PM Request,Construction Bond Refund
Projects & Design,PM and Design,Engineering Consultation,Priority 4,Technical consulation on PM side,,PM Request,Engineering Consultation
Projects & Design,PM and Design,Floorplan/As-built Review & Approval (Audit/BP/OP/),Priority 2,"Review of vetting, construction, built plans and similar drawings",,PM Request,Floorplan/As-built Review & Approval (Audit/BP/OP/)
Projects & Design,PM and Design,New Build Implementation,Priority 8,Implementation of a new project,,PM Request,New Build Implementation
Projects & Design,PM and Design,Non-Urgent: Info/Coordination Request,Priority 3,Non urgent request for information or details,,PM Request,Non-Urgent: Info/Coordination Request
Projects & Design,PM and Design,Project Timeline Request,Priority 2,Request for gannt chart or milestones,,PM Request,Project Timeline Request
Projects & Design,PM and Design,Site Handover Acceptance (Pre & Post Construction),Priority 2,Handover of a completed project to other entities,,PM Request,Site Handover Acceptance (Pre & Post Construction)
Projects & Design,PM and Design,Site Punchlist Walkthrough/ Handover Assessment,Priority 1,Facilitating of punchlist though a walktrough on a scheduled day,,PM Request,Site Punchlist Walkthrough/ Handover Assessment
Projects & Design,PM and Design,Testfit Implementation,Priority 8,new small scale project implementation,,PM Request,Testfit Implementation
Projects & Design,PM and Design,Urgent: Info/Coordination Request,Priority 2,Urgent request for information or details,,PM Request,Urgent: Info/Coordination Request
Projects & Design,PM and Design,Planradar App Punchlist Updating,Priority 2,Updating/raising additional punchlsit items on planradar app,,PM Request,Planradar App Punchlist Updating
Projects & Design,PM and Design,Progress Billing Evaluation & Signature,Priority 2,Request for review and checking of the progress billing by vendors,,PM Request,Progress Billing Evaluation & Signature
Projects & Design,PM and Design,New Material Review,Priority 2,Review and assessment of the new product to be employed in our potential project,,PM Request,New Material Review
Projects & Design,PM and Design,Methodology Request,Priority 3,Method of statment for a particular execution of scope of works,,PM Request,Methodology Request
Projects & Design,PM and Design,COC Evaluation & Signature,Priority 3,Review of all requirments prior to sugning of the certificate of completion by the vendors,,PM Request,COC Evaluation & Signature
Projects & Design,PM and Design,Revise Testfit (New Build/ Refresh),Priority 2,Revise testfit due to commented,,PM Testfit request,Revise Testfit (New Build/ Refresh)
Projects & Design,PM and Design,Revise Testfit (Office Modification),Priority 2,Revise testfit due to client's comment as submitted from the first request,,PM Testfit request,Revise Testfit (Office Modification)
Projects & Design,PM and Design,Technical Detail Drawing Request,Priority 4,Drawing request for technical and detialed request.,,PM Design Request,Technical Detail Drawing Request
Projects & Design,PM and Design,3D Walkthrough,Priority 6,Request walkthrough and VR view of prepared 3d skecthup,,PM Design Request,3D Walkthrough
